epoch,accuracy,loss,val_accuracy,val_loss
0,0.103515625,3.245934247970581,0.1015625,2.9277656078338623
1,0.166015625,2.9851949214935303,0.1171875,2.9307198524475098
2,0.20703125,2.681107997894287,0.203125,2.593228816986084
3,0.212890625,2.5742838382720947,0.2578125,2.577188730239868
4,0.306640625,2.3422417640686035,0.1953125,3.1756443977355957
5,0.31640625,2.217611074447632,0.21875,2.370476007461548
6,0.357421875,2.0080811977386475,0.28125,2.1658034324645996
7,0.37109375,1.9174615144729614,0.2421875,2.3326244354248047
8,0.41015625,1.8025598526000977,0.3125,2.206205368041992
9,0.427734375,1.7268891334533691,0.3984375,1.652751088142395
10,0.484375,1.6626505851745605,0.375,1.7250553369522095
11,0.5,1.6182682514190674,0.4375,1.6388779878616333
12,0.541015625,1.392282247543335,0.375,1.833178997039795
13,0.529296875,1.4802982807159424,0.3984375,1.9250414371490479
14,0.546875,1.404876470565796,0.4140625,1.6894339323043823
15,0.541015625,1.3260974884033203,0.4140625,1.6902658939361572
16,0.611328125,1.17722487449646,0.4296875,1.707726240158081
17,0.619140625,1.2078005075454712,0.3359375,2.3875956535339355
18,0.55859375,1.196131706237793,0.3828125,2.1392982006073
19,0.630859375,1.1242971420288086,0.421875,1.9475898742675781
20,0.658203125,1.077487587928772,0.359375,1.870511770248413
21,0.650390625,1.0462868213653564,0.4375,1.653160810470581
22,0.67578125,0.9235051274299622,0.515625,1.5542473793029785
23,0.646484375,1.0287460088729858,0.4609375,1.6522339582443237
24,0.685546875,0.9237196445465088,0.5,1.724717378616333
25,0.7265625,0.8387758731842041,0.4921875,1.5772490501403809
26,0.7109375,0.8409639000892639,0.53125,1.3907042741775513
27,0.736328125,0.7395150661468506,0.4375,1.7331292629241943
28,0.75,0.7347065210342407,0.5078125,1.6199743747711182
29,0.775390625,0.6960664391517639,0.3515625,2.3352673053741455
30,0.765625,0.6436930298805237,0.453125,1.6996699571609497
31,0.78515625,0.6307085156440735,0.546875,1.3723630905151367
32,0.775390625,0.5911654233932495,0.5078125,1.4929726123809814
33,0.802734375,0.595368504524231,0.4765625,1.7645726203918457
34,0.8125,0.5561479330062866,0.4453125,2.123192548751831
35,0.826171875,0.5136697888374329,0.46875,1.8853216171264648
36,0.82421875,0.5276223421096802,0.5390625,1.3691120147705078
37,0.810546875,0.5005808472633362,0.453125,1.8382421731948853
38,0.873046875,0.3985336422920227,0.5546875,1.4835630655288696
39,0.86328125,0.4044097363948822,0.53125,1.5676276683807373
40,0.875,0.37496164441108704,0.5703125,1.4242300987243652
41,0.8828125,0.34530383348464966,0.5625,1.4887099266052246
42,0.876953125,0.37318119406700134,0.5390625,1.7614717483520508
43,0.865234375,0.38121211528778076,0.5546875,1.7291980981826782
44,0.876953125,0.34738221764564514,0.5703125,1.490335464477539
45,0.87890625,0.34515053033828735,0.4765625,2.013901948928833
46,0.875,0.34031566977500916,0.5546875,1.4159026145935059
47,0.90625,0.27993494272232056,0.6171875,1.4377639293670654
48,0.904296875,0.29235073924064636,0.578125,1.4628410339355469
49,0.92578125,0.24916310608386993,0.5234375,1.7956886291503906
50,0.94140625,0.18484991788864136,0.46875,1.664114236831665
51,0.9140625,0.2361965775489807,0.453125,2.0107614994049072
52,0.919921875,0.2337157130241394,0.4765625,1.9711674451828003
53,0.939453125,0.19178597629070282,0.5,2.0242042541503906
54,0.9375,0.20539253950119019,0.46875,1.8770673274993896
55,0.939453125,0.18455757200717926,0.5078125,1.6910127401351929
56,0.943359375,0.19641610980033875,0.578125,1.6888949871063232
