epoch,accuracy,loss,val_accuracy,val_loss
0,0.240234375,44.00141143798828,0.3125,12.639786720275879
1,0.486328125,3.6845548152923584,0.4140625,5.099647521972656
2,0.64453125,1.4436110258102417,0.4140625,4.1219282150268555
3,0.78125,0.7041481733322144,0.4296875,3.0346767902374268
4,0.89453125,0.3953797221183777,0.4921875,2.6445343494415283
5,0.8984375,0.27299463748931885,0.515625,2.0557785034179688
6,0.9296875,0.15720324218273163,0.4453125,2.374238967895508
7,0.94921875,0.22766150534152985,0.5078125,1.9776171445846558
8,0.9609375,0.10534199327230453,0.515625,1.8884694576263428
9,0.994140625,0.030161794275045395,0.4921875,2.6205220222473145
10,0.990234375,0.027295224368572235,0.546875,1.8995518684387207
11,1.0,0.008499770425260067,0.5234375,2.086718797683716
12,1.0,0.003967592027038336,0.5234375,2.0004520416259766
13,1.0,0.002653517760336399,0.515625,2.1090681552886963
14,1.0,0.0015647249529138207,0.5546875,2.0319650173187256
15,1.0,0.0011957833776250482,0.546875,2.025909662246704
16,1.0,0.0007914824527688324,0.5703125,2.033595323562622
17,1.0,0.0009287911234423518,0.5546875,2.033566474914551
18,1.0,0.0009318900993093848,0.5390625,2.0754597187042236
19,1.0,0.0006792870699428022,0.5546875,2.1136646270751953
20,1.0,0.0005807153647765517,0.5625,2.1143295764923096
21,1.0,0.0005004525883123279,0.5546875,2.120926856994629
22,1.0,0.0006731546600349247,0.5546875,2.1222479343414307
23,1.0,0.0004755837144330144,0.5625,2.1093153953552246
24,1.0,0.000610634742770344,0.5546875,2.17195987701416
25,1.0,0.0004288411873858422,0.546875,2.207866907119751
26,1.0,0.0003046245838049799,0.5390625,2.214228391647339
27,1.0,0.0003484997432678938,0.546875,2.235243320465088
28,1.0,0.00028144504176452756,0.546875,2.2737956047058105
