epoch,accuracy,loss,val_accuracy,val_loss
0,0.109375,2.321349620819092,0.1015625,2.2963719367980957
1,0.17578125,2.2479894161224365,0.28125,2.17048716545105
2,0.234375,2.0739221572875977,0.1953125,2.0516810417175293
3,0.31640625,1.8595623970031738,0.2421875,1.9413412809371948
4,0.349609375,1.7364003658294678,0.359375,1.7917888164520264
5,0.38671875,1.6337254047393799,0.3828125,1.7104060649871826
6,0.376953125,1.5727986097335815,0.3828125,1.712441086769104
7,0.41796875,1.5417022705078125,0.453125,1.6230720281600952
8,0.453125,1.445260763168335,0.4140625,1.583148717880249
9,0.482421875,1.3491572141647339,0.4375,1.5650465488433838
10,0.525390625,1.2888123989105225,0.453125,1.5507829189300537
11,0.53515625,1.2476742267608643,0.5234375,1.5148502588272095
12,0.587890625,1.1876262426376343,0.46875,1.4292864799499512
13,0.583984375,1.1170965433120728,0.5,1.4513531923294067
14,0.576171875,1.1164588928222656,0.46875,1.5864627361297607
15,0.595703125,1.0980132818222046,0.5078125,1.4156298637390137
16,0.66015625,0.985515832901001,0.515625,1.4022563695907593
17,0.669921875,0.9390723705291748,0.5546875,1.4341232776641846
18,0.689453125,0.9001626372337341,0.5078125,1.3783996105194092
19,0.703125,0.8444265127182007,0.5,1.4026542901992798
20,0.689453125,0.8824653029441833,0.4765625,1.3800263404846191
21,0.70703125,0.8508082628250122,0.5390625,1.4195374250411987
22,0.736328125,0.7858102321624756,0.546875,1.306176781654358
23,0.724609375,0.7263975739479065,0.484375,1.5909864902496338
24,0.73046875,0.7007068991661072,0.515625,1.5205312967300415
25,0.736328125,0.7136127948760986,0.5625,1.3638932704925537
26,0.77734375,0.6471912860870361,0.546875,1.360779047012329
27,0.78125,0.6504769921302795,0.5625,1.4253780841827393
28,0.7734375,0.6445571184158325,0.484375,1.5236663818359375
29,0.767578125,0.6746041178703308,0.5,1.496193766593933
30,0.8046875,0.5798937678337097,0.484375,1.4412752389907837
31,0.8125,0.5520021319389343,0.53125,1.3575950860977173
32,0.83203125,0.4900103509426117,0.6015625,1.2783474922180176
33,0.859375,0.4671556353569031,0.6328125,1.322197437286377
34,0.830078125,0.47033074498176575,0.6015625,1.4039226770401
35,0.876953125,0.38673654198646545,0.546875,1.5202152729034424
36,0.875,0.3944828510284424,0.5703125,1.3641579151153564
37,0.87109375,0.3817938268184662,0.5390625,1.3833039999008179
38,0.89453125,0.3480477035045624,0.578125,1.4348796606063843
39,0.828125,0.4836031198501587,0.5078125,1.3465986251831055
40,0.880859375,0.360978364944458,0.5546875,1.468045949935913
41,0.888671875,0.32186728715896606,0.5859375,1.4518797397613525
42,0.890625,0.3093607723712921,0.5625,1.6056761741638184
43,0.828125,0.44273677468299866,0.5859375,1.3984493017196655
44,0.91015625,0.26594504714012146,0.546875,1.5077749490737915
45,0.892578125,0.30615583062171936,0.5703125,1.4298690557479858
46,0.931640625,0.22264093160629272,0.5859375,1.5363357067108154
47,0.9453125,0.17465247213840485,0.609375,1.5211772918701172
48,0.947265625,0.18762555718421936,0.59375,1.4287445545196533
49,0.9609375,0.16015273332595825,0.5703125,1.614808201789856
50,0.931640625,0.19096556305885315,0.6171875,1.6381992101669312
51,0.95703125,0.16665634512901306,0.5234375,1.5255093574523926
52,0.95703125,0.15270814299583435,0.609375,1.7723848819732666
